0	-0.131477	0	-0.00493
2E-6	-0.5987	2E-6	0.0353202
4E-6	-0.694657	4E-6	0.0428872
6E-6	-0.710918	6E-6	0.0435312
8E-6	-0.70802	8E-6	0.0424042
1E-5	-0.701258	1E-5	0.0404722
1.2E-5	-0.693208	1.2E-5	0.0390232
1.4E-5	-0.685641	1.4E-5	0.0367692
1.6E-5	-0.676786	1.6E-5	0.0351592
1.8E-5	-0.668092	1.8E-5	0.0335492
2E-5	-0.659559	2E-5	0.0319392
2.2E-5	-0.651831	2.2E-5	0.0303292
2.4E-5	-0.644264	2.4E-5	0.0285582
2.6E-5	-0.636053	2.6E-5	0.0271092
2.8E-5	-0.628486	2.8E-5	0.0256602
3E-5	-0.620596	3E-5	0.0242111
3.2E-5	-0.613834	3.2E-5	0.0229231
3.4E-5	-0.606428	3.4E-5	0.0211521
3.6E-5	-0.598861	3.6E-5	0.0197031
3.8E-5	-0.59226	3.8E-5	0.0187371
4E-5	-0.584854	4E-5	0.0164831
4.2E-5	-0.577609	4.2E-5	0.0155171
4.4E-5	-0.572135	4.4E-5	0.0145511
4.6E-5	-0.565373	4.6E-5	0.0129411
4.8E-5	-0.559416	4.8E-5	0.0119751
5E-5	-0.551688	5E-5	0.0108481
5.2E-5	-0.546375	5.2E-5	0.00939907
5.4E-5	-0.54074	5.4E-5	0.00859407
5.6E-5	-0.534944	5.6E-5	0.00762807
5.8E-5	-0.528343	5.8E-5	0.00634006
6E-5	-0.522869	6E-5	0.00505205
6.2E-5	-0.516912	6.2E-5	0.00408605
6.4E-5	-0.512404	6.4E-5	0.00279804
6.6E-5	-0.507413	6.6E-5	0.00215404
6.8E-5	-0.5021	6.8E-5	0.000866032
7E-5	-0.496787	7E-5	-0.000421974
7.2E-5	-0.491796	7.2E-5	-0.00154898
7.4E-5	-0.486322	7.4E-5	-0.00203198
7.6E-5	-0.481653	7.6E-5	-0.00299799
7.8E-5	-0.476501	7.8E-5	-0.00412499
8E-5	-0.471993	8E-5	-0.00460799
8.2E-5	-0.46829	8.2E-5	-0.005735
8.4E-5	-0.46346	8.4E-5	-0.006701
8.6E-5	-0.459757	8.6E-5	-0.00750601
8.8E-5	-0.454766	8.8E-5	-0.00798901
9E-5	-0.450741	9E-5	-0.00911602
9.2E-5	-0.446716	9.2E-5	-0.010082
9.4E-5	-0.441886	9.4E-5	-0.010726
9.6E-5	-0.43931	9.6E-5	-0.011048
9.8E-5	-0.435607	9.8E-5	-0.012336
1E-4	-0.431904	1E-4	-0.013141
0.000102	-0.427718	0.000102	-0.013624
0.000104	-0.423854	0.000104	-0.014429
0.000106	-0.420634	0.000106	-0.014912
0.000108	-0.416287	0.000108	-0.015717
0.00011	-0.413228	0.00011	-0.0165221
0.000112	-0.410008	0.000112	-0.0168441
0.000114	-0.406305	0.000114	-0.0174881
