29999.6	-1.44182
29999.6	-1.1043
29999.6	-1.51294
29999.7	-1.43719
29999.6	-1.22284
29999.5	-1.1988
29999.6	-1.74402
29999.7	-1.2444
29999.6	-1.2458
29999.7	-1.39654
29999.6	-1.43206
29999.7	-1.27513
29999.6	-1.17028
29999.6	-1.05771
29999.6	-1.21083
29999.7	-1.55754
29999.7	-1.25771
29999.7	-1.49
29999.8	-1.33964
29999.6	-1.40282
29999.6	-1.31634
29999.6	-1.23232
29999.6	-1.19061
29999.6	-1.31782
29999.7	-1.55492
29999.6	-1.28902
29999.7	-1.15283
29999.7	-1.31609
29999.7	-1.09105
29999.6	-1.42246
29999.6	-1.17911
29999.7	-1.52046
29999.7	-1.27511
29999.6	-1.13323
29999.7	-1.31439
29999.7	-1.48527
29999.6	-1.44512
29999.6	-0.978938
29999.7	-1.2839
29999.6	-1.37661
29999.7	-1.80705
29999.6	-1.40093
29999.6	-1.19185
29999.6	-1.0964
29999.7	-1.04231
29999.7	-1.09747
29999.6	-1.53287
29999.6	-0.931152
29999.5	-1.01112
29999.6	-0.975671
29999.6	-1.12357
29999.6	-1.13867
29999.6	-1.52325
29999.6	-1.43805
29999.6	-1.27253
29999.6	-1.61803
29999.6	-1.04
29999.6	-1.38815
29999.6	-1.09653
29999.6	-0.945509
29999.7	-1.25386
29999.6	-1.45779
29999.7	-1.34573
29999.7	-1.49848
29999.7	-1.19507
29999.6	-1.46581
29999.6	-1.46813
29999.6	-1.11297
29999.7	-1.4545
29999.6	-1.17245
29999.7	-1.07888
29999.6	-1.18861
29999.6	-1.27833
29999.6	-1.22958
29999.6	-1.33037
29999.6	-1.40992
29999.6	-1.01889
29999.6	-1.09195
29999.6	-0.947079
29999.6	-1.77504
29999.7	-1.35969
29999.7	-1.14034
29999.6	-1.03727
29999.6	-1.66573
29999.6	-0.99728
29999.6	-1.00434
29999.7	-1.01697
29999.6	-1.00715
29999.6	-1.27008
29999.6	-1.12541
29999.6	-1.21712
29999.6	-1.09073
29999.6	-1.2865
29999.5	-1.25882
29999.7	-1.74614
29999.6	-1.46086
29999.6	-1.2188
29999.7	-1.49274
29999.6	-1.12666
29999.6	-1.40331
29999.7	-1.28735
29999.7	-0.921428
29999.6	-1.22884
29999.7	-1.56669
29999.7	-1.12705
29999.7	-1.21605
29999.7	-1.37254
29999.6	-0.884585
29999.7	-1.31627
29999.6	-1.05077
29999.7	-1.36551
29999.6	-1.02397
29999.6	-0.815795
29999.7	-1.01359
29999.7	-1.36081
29999.6	-1.23369
29999.6	-1.4781
29999.6	-1.10134
29999.6	-1.11034
29999.6	-1.05179
29999.7	-1.50805
29999.6	-1.02919
29999.6	-1.37764
29999.6	-1.31001
29999.6	-1.37315
29999.7	-1.02341
29999.7	-1.48725
29999.6	-1.04692
29999.6	-1.27103
29999.6	-1.27626
29999.6	-1.36986
29999.6	-1.1986
29999.6	-1.37736
29999.6	-1.37103
29999.7	-1.51991
29999.7	-1.34088
29999.6	-1.32046
29999.6	-1.44495
29999.7	-1.41294
29999.8	-1.11771
29999.6	-1.10583
29999.6	-1.12863
29999.7	-1.2431
29999.7	-0.832334
29999.6	-1.24708
29999.6	-1.54793
29999.6	-1.37788
29999.7	-1.22553
29999.6	-1.20352
29999.7	-1.34893
29999.7	-1.1834
29999.7	-1.28373
29999.7	-1.59126
29999.7	-1.67677
29999.6	-1.48524
29999.7	-1.47044
29999.7	-1.38328
29999.6	-1.42561
29999.6	-1.02913
29999.7	-1.43374
29999.6	-1.28799
29999.8	-1.70946
29999.6	-1.0088
29999.6	-1.09321
29999.6	-1.3269
29999.6	-1.36244
29999.7	-1.46453
29999.7	-1.15908
29999.7	-1.54015
29999.6	-1.25989
29999.6	-1.44323
29999.7	-1.28458
29999.7	-1.22807
29999.6	-1.34814
29999.7	-1.39962
29999.7	-1.35896
29999.7	-1.45747
29999.6	-1.48723
29999.6	-1.37776
29999.6	-1.05298
29999.6	-1.66025
29999.6	-1.23486
29999.5	-1.20588
29999.6	-1.2812
