29999.6	0.4648	
29999.6	0.464598	
29999.6	0.464736	
29999.7	0.464634	
29999.6	0.464823	
29999.5	0.464685	
29999.6	0.464643	
29999.7	0.464687	
29999.6	0.464698	
29999.7	0.46447	
29999.6	0.464711	
29999.7	0.464598	
29999.6	0.464592	
29999.6	0.464604	
29999.6	0.464749	
29999.7	0.464654	
29999.7	0.464719	
29999.7	0.464715	
29999.8	0.464559	
29999.6	0.464749	
29999.6	0.464597	
29999.6	0.464652	
29999.6	0.464524	
29999.6	0.464648	
29999.7	0.464606	
29999.6	0.464608	
29999.7	0.464727	
29999.7	0.464675	
29999.7	0.464608	
29999.6	0.464668	
29999.6	0.46472	
29999.7	0.464658	
29999.7	0.464731	
29999.6	0.464591	
29999.7	0.46466	
29999.7	0.464636	
29999.6	0.464532	
29999.6	0.464576	
29999.7	0.464542	
29999.6	0.464704	
29999.7	0.46472	
29999.6	0.464537	
29999.6	0.464639	
29999.6	0.464632	
29999.7	0.46469	
29999.7	0.464708	
29999.6	0.464629	
29999.6	0.464765	
29999.5	0.464688	
29999.6	0.464472	
29999.6	0.464584	
29999.6	0.464724	
29999.6	0.464606	
29999.6	0.464878	
29999.6	0.464845	
29999.6	0.464685	
29999.6	0.464486	
29999.6	0.464586	
29999.6	0.464726	
29999.6	0.464636	
29999.7	0.464686	
29999.6	0.464714	
29999.7	0.464824	
29999.7	0.464685	
29999.7	0.464637	
29999.6	0.464644	
29999.6	0.464652	
29999.6	0.464877	
29999.7	0.464802	
29999.6	0.464696	
29999.7	0.46464	
29999.6	0.464601	
29999.6	0.464767	
29999.6	0.464617	
29999.6	0.464637	
29999.6	0.464623	
29999.6	0.464624	
29999.6	0.464707	
29999.6	0.464629	
29999.6	0.464646	
29999.7	0.464615	
29999.7	0.464754	
29999.6	0.464701	
29999.6	0.464643	
29999.6	0.464629	
29999.6	0.464707	
29999.7	0.464582	
29999.6	0.464704	
29999.6	0.464779	
29999.6	0.464658	
29999.6	0.464639	
29999.6	0.464737	
29999.6	0.464735	
29999.5	0.464739	
29999.7	0.46465	
29999.6	0.464774	
29999.6	0.464613	
29999.7	0.46469	
29999.6	0.46473	
29999.6	0.464695	
29999.7	0.464721	
29999.7	0.464679	
29999.6	0.464845	
29999.7	0.464827	
29999.7	0.464746	
29999.7	0.464633	
29999.7	0.464574	
29999.6	0.464583	
29999.7	0.464595	
29999.6	0.464516	
29999.7	0.464643	
29999.6	0.46463	
29999.6	0.464587	
29999.7	0.46467	
29999.7	0.464755	
29999.6	0.464737	
29999.6	0.464566	
29999.6	0.464582	
29999.6	0.464808	
29999.6	0.46472	
29999.7	0.464787	
29999.6	0.464697	
29999.6	0.464663	
29999.6	0.464698	
29999.6	0.464682	
29999.7	0.464562	
29999.7	0.46448	
29999.6	0.46462	
29999.6	0.464629	
29999.6	0.46447	
29999.6	0.464561	
29999.6	0.464497	
29999.6	0.464658	
29999.6	0.464724	
29999.7	0.464576	
29999.7	0.464726	
29999.6	0.464635	
29999.6	0.464542	
29999.7	0.464603	
29999.8	0.464595	
29999.6	0.46458	
29999.6	0.464652	
29999.7	0.464544	
29999.7	0.464632	
29999.6	0.464631	
29999.6	0.464608	
29999.6	0.464674	
29999.7	0.464686	
29999.6	0.464631	
29999.7	0.464467	
29999.7	0.464465	
29999.7	0.464574	
29999.7	0.464589	
29999.7	0.464615	
29999.6	0.464646	
29999.7	0.464613	
29999.7	0.464648	
29999.6	0.464529	
29999.6	0.464513	
29999.7	0.464662	
29999.6	0.464731	
29999.8	0.46448	
29999.6	0.464505	
29999.6	0.464458	
29999.6	0.464597	
29999.6	0.464583	
29999.7	0.464579	
29999.7	0.464647	
29999.7	0.464554	
29999.6	0.464646	
29999.6	0.464632	
29999.7	0.464724	
29999.7	0.464715	
29999.6	0.464768	
29999.7	0.464571	
29999.7	0.464655	
29999.7	0.464557	
29999.6	0.464569	
29999.6	0.464673	
29999.6	0.464621	
29999.6	0.464665	
29999.6	0.46454	
29999.5	0.464653	
29999.6	0.464682	
29999.7	0.464663	
29999.7	0.464557	
29999.7	0.464711	
29999.6	0.464724	
29999.6	0.464611	
29999.7	0.464556	
29999.6	0.464602	
29999.6	0.464749	
29999.6	0.464718	
29999.6	0.464712	
29999.6	0.464671	
29999.6	0.464717	
29999.7	0.464729	
29999.6	0.464638	
29999.6	0.46474	
29999.6	0.464684	
29999.6	0.464733	
29999.7	0.464793	
29999.6	0.464615	
29999.7	0.464636	
29999.6	0.46458	
29999.6	0.464614	
29999.7	0.464748	
29999.6	0.464677	
29999.7	0.464754	
29999.7	0.464731	
29999.6	0.464754	
29999.6	0.464566	
29999.6	0.464824	
29999.7	0.464599	
29999.7	0.464796	
29999.6	0.464667	
29999.7	0.464751	
29999.7	0.464729	
29999.7	0.464733	
29999.7	0.464722	
29999.6	0.464623	
29999.6	0.464884	
29999.6	0.46475	
29999.7	0.464824	
29999.6	0.464865	
29999.7	0.46474	
29999.6	0.464655	
29999.7	0.464688	
29999.6	0.464806	
29999.6	0.464795	
29999.6	0.46471	
29999.7	0.464708	
29999.6	0.46471	
29999.7	0.464763	
29999.6	0.464831	
29999.6	0.464859	
29999.7	0.464782	
29999.6	0.46471	
29999.7	0.464821	
29999.6	0.464728	
29999.6	0.464886	
29999.6	0.464919	
29999.6	0.464657	
29999.5	0.46481	
29999.6	0.464785	
29999.6	0.464758	
29999.5	0.464802	
29999.6	0.464695	
29999.7	0.46468	
29999.6	0.46494	
29999.6	0.464782	
29999.6	0.464728	
29999.7	0.464681	
29999.6	0.464705	
29999.7	0.464812	
29999.7	0.464883	
29999.6	0.46469	
29999.6	0.464753	
29999.7	0.464796	
29999.7	0.46476	
29999.6	0.464671	
29999.6	0.464665	
29999.6	0.464732	
29999.6	0.464679	
29999.6	0.464721	
29999.7	0.464731	
29999.7	0.464673	
29999.6	0.464747	
29999.6	0.464741	
29999.6	0.464803	
29999.6	0.464711	
29999.7	0.464816	
29999.6	0.464794	
29999.7	0.464779	
29999.7	0.464756	
29999.6	0.464892	
29999.7	0.464674	
29999.6	0.464934	
29999.6	0.464698	
29999.6	0.464911	
29999.6	0.464774	
29999.7	0.464823	
29999.7	0.464778	
29999.6	0.4648	
29999.6	0.464774	
29999.7	0.464591	
29999.7	0.46478	
29999.6	0.464676	
29999.6	0.46456	
29999.6	0.464597	
29999.7	0.464547	
29999.7	0.464597	
29999.6	0.464707	
29999.7	0.464747	
29999.7	0.464671	
29999.7	0.464629	
29999.6	0.46465	
29999.6	0.464683	
29999.6	0.464793	
29999.6	0.464722	
29999.7	0.464881	
29999.7	0.464693	
29999.7	0.464542	
29999.6	0.464749	
29999.7	0.464655	
29999.6	0.464876	
29999.7	0.464708	
29999.7	0.464724	
29999.6	0.464797	
29999.7	0.464678	
29999.7	0.464727	
29999.7	0.464726	
29999.6	0.464654	
29999.8	0.464702	
29999.5	0.46467	
29999.6	0.464959	
29999.6	0.464771	
29999.6	0.464858	
29999.6	0.464785	
29999.5	0.464871	
29999.6	0.464887	
29999.7	0.464765	
29999.7	0.464735	
29999.7	0.464835	
29999.7	0.464845	
29999.6	0.464837	
29999.6	0.464751	
29999.6	0.464638	
29999.6	0.4647	
29999.6	0.464787	
29999.7	0.464615	
29999.6	0.464741	
29999.7	0.464656	
29999.6	0.4647	
29999.7	0.464818	
29999.6	0.464768	
29999.6	0.464665	
29999.6	0.464706	
29999.7	0.464763	
29999.5	0.464786	
29999.7	0.46492	
29999.7	0.464833	
29999.6	0.464855	
29999.6	0.464796	
29999.6	0.464709	
29999.6	0.464797	
29999.6	0.464676	
29999.6	0.464813	
29999.6	0.464708	
29999.6	0.46468	
29999.7	0.464683	
29999.6	0.464623	
29999.6	0.464762	
29999.6	0.46473	
29999.6	0.46472	
29999.6	0.464634	
29999.6	0.464899	
29999.6	0.464965	
29999.7	0.464786	
29999.7	0.464689	
29999.6	0.464809	
29999.7	0.46467	
29999.7	0.464816	
29999.6	0.464878	
29999.7	0.464648	
29999.7	0.464821	
29999.7	0.464687	
29999.7	0.464838	
29999.7	0.464654	
29999.7	0.464504	
29999.6	0.464619	
29999.6	0.46466	
29999.7	0.464599	
29999.6	0.464726	
29999.7	0.464743	
29999.7	0.464654	
29999.6	0.464818	
29999.7	0.464636	
29999.6	0.46464	
29999.7	0.464571	
29999.6	0.464728	
29999.6	0.464708	
29999.5	0.464717	
29999.6	0.464778	
29999.6	0.464675	
29999.6	0.464728	
29999.6	0.464873	
29999.7	0.464743	
29999.6	0.464712	
29999.6	0.464593	
29999.6	0.464871	
29999.6	0.46477	
29999.7	0.464623	
29999.6	0.464826	
29999.6	0.464728	
29999.6	0.464722	
29999.7	0.464865	
29999.6	0.464723	
29999.6	0.464693	
29999.6	0.464746	
29999.6	0.464662	
29999.6	0.464644	
29999.6	0.464711	
29999.8	0.464765	
29999.7	0.464741	
29999.6	0.464721	
29999.6	0.464837	
29999.7	0.464627	
29999.6	0.464799	
29999.7	0.464663	
29999.6	0.464791	
29999.6	0.464765	
29999.7	0.464661	
29999.7	0.464591	
29999.6	0.464884	
29999.7	0.464665	
29999.6	0.464784	
29999.6	0.46471	
29999.7	0.464801	
29999.7	0.464793	
29999.7	0.46474	
29999.6	0.464738	
29999.6	0.464831	
29999.6	0.464743	
29999.6	0.464787	
29999.6	0.464795	
29999.7	0.464745	
29999.7	0.464748	
29999.6	0.464665	
29999.7	0.464713	
29999.6	0.464541	
29999.7	0.464666	
29999.6	0.464797	
29999.7	0.464562	
29999.7	0.464649	
29999.6	0.464859	
29999.6	0.464721	
29999.6	0.46462	
29999.6	0.464715	
29999.8	0.464636	
29999.6	0.464653	
29999.6	0.464566	
29999.6	0.464513	
29999.6	0.464634	
29999.6	0.464682	
29999.6	0.464623	
29999.6	0.464636	
29999.7	0.464664	
29999.5	0.464659	
29999.6	0.464698	
29999.6	0.464605	
29999.6	0.464582	
29999.6	0.464759	
29999.6	0.464647	
29999.7	0.464488	
29999.6	0.464779	
29999.5	0.4646	
29999.6	0.464745	
29999.8	0.464571	
29999.7	0.464626	
29999.7	0.464646	
29999.7	0.464658	
29999.6	0.464718	
29999.6	0.464749	
29999.7	0.464606	
29999.8	0.46468	
29999.7	0.464506	
29999.7	0.464496	
29999.7	0.464595	
29999.6	0.464612	
29999.7	0.464673	
29999.6	0.464715	
29999.6	0.464641	
29999.6	0.464578	
29999.6	0.464639	
29999.6	0.464602	
