1199.9	180.81
1199.89	180.793
1299.94	-179.196
1299.92	-179.198
1299.97	-179.202
1399.95	-179.2
1399.95	-179.175
1399.93	-179.186
1399.96	-179.196
1499.99	-179.465
1499.96	-179.158
1499.97	-179.13
1600.01	180.818
1600.01	180.81
1600	180.8
1600.01	180.833
1700.01	180.819
1700	180.826
1700	180.856
1800.06	-179.17
1800.03	-179.159
1800.06	-179.18
1900.07	-179.166
1900.08	-179.185
1900.05	-179.418
1900.07	-179.199
1999.88	-179.444
1999.9	-179.424
1999.89	-179.186
2099.93	180.566
2099.91	180.831
2099.94	180.833
2199.96	180.832
2199.93	180.56
2199.94	180.789
2199.95	180.813
2299.98	-179.166
2299.97	-179.183
2299.95	-179.113
2399.98	-179.415
2399.99	-179.129
2399.99	-179.402
2500.02	180.838
2500.01	180.88
2499.99	-179.167
2500.02	180.827
2600.05	180.868
2600.05	180.578
2600.04	180.829
2700.07	180.831
2700.06	180.813
2700.07	180.897
2799.9	-179.379
2799.91	-179.147
2799.89	-179.137
2799.9	-179.191
2899.91	-179.372
2899.92	-179.385
2899.9	-179.086
2999.96	-179.211
2999.94	-179.092
2999.93	-179.372
3099.95	180.825
3099.97	180.585
3099.97	180.86
3099.97	180.597
3200.01	180.577
3200	180.61
3200	180.783
3300.02	-179.185
3300	-179.386
3300.01	-179.4
3400.04	-179.171
3400.05	-179.217
3400.05	-179.163
3400.03	-179.393
3499.86	-179.161
3499.87	-179.419
3499.89	-179.178
3599.91	180.814
3599.9	180.841
3599.9	180.572
3699.92	180.557
3699.91	180.577
3699.91	180.818
3699.92	180.603
3799.94	-179.218
3799.93	-179.193
3799.94	-179.436
3899.98	-179.243
3899.95	-179.474
3899.98	-179.394
4000	-179.302
3999.99	-179.224
3999.98	-179.214
3999.98	-179.422
4100.02	180.776
4100	180.574
4100.02	180.567
4200.04	180.537
4200.03	180.773
4200.02	180.744
4299.87	-179.194
4299.87	-179.251
4299.88	-179.179
4299.87	-179.527
4399.89	-179.245
4399.88	-179.264
4399.89	-179.47
4499.89	-179.46
4499.95	-179.271
4499.92	-179.242
4599.95	180.477
4599.95	180.704
4599.94	180.709
4599.94	180.444
4699.96	180.667
4699.96	180.452
4699.96	180.433
4799.99	-179.355
4799.99	-179.347
4800	-179.291
4900.01	-179.363
4900	-179.324
4900	-179.333
4900.02	-179.581
5000.01	180.416
5000.03	180.466
5000.03	180.625
5099.87	180.607
5099.83	180.567
5099.85	180.591
5199.91	180.629
5199.91	180.419
5199.88	180.602
5199.89	180.383
5299.91	-179.504
5299.91	-179.427
5299.91	-179.552
5399.93	-179.675
5399.94	-179.486
5399.93	-179.545
5499.97	-179.736
5499.97	-179.693
5499.96	-179.721
5499.97	-179.661
5599.98	180.534
5599.99	180.204
5599.99	180.309
5699.99	180.243
5700.01	180.272
5700.02	180.444
5800.02	-179.717
5800.01	-179.777
5800.03	-179.585
5800.03	-179.767
5899.85	-179.855
5899.86	-179.798
5899.86	-179.565
5999.87	-179.832
5999.91	-179.939
5999.88	-179.63
6099.9	180.11
6099.93	180.063
6099.92	180.104
6099.9	180.078
6199.95	180.295
6199.94	180.032
6199.95	180.207
6299.95	-180.083
6299.95	-180.065
6299.96	-180.013
6399.99	-179.818
6399.98	-180.03
6399.98	-179.913
6399.96	-180.023
6500.01	179.942
6499.97	-180.015
6499.99	-180.022
6599.84	179.859
6599.85	179.848
6599.84	179.799
6699.87	179.759
6699.86	179.707
6699.86	179.751
6699.84	179.72
6799.87	-180.269
6799.88	-180.339
6799.88	-180.348
6899.9	-180.368
6899.92	-180.41
6899.89	-180.346
6999.93	-180.381
6999.9	-180.417
6999.95	-180.41
6999.91	-180.447
7099.95	179.494
7099.97	179.492
7099.97	179.456
7199.99	179.413
7199.98	179.37
7199.97	179.327
7300	-180.757
7300.01	-180.677
7299.99	-180.69
7399.83	-180.825
7399.85	-180.922
7399.84	-180.808
7399.85	-180.798
7499.87	-180.895
7499.88	-180.964
7499.86	-180.971
7599.87	179.012
7599.88	178.877
7599.87	178.945
7599.88	178.966
7699.88	178.946
7699.89	178.884
7699.91	178.93
7799.92	-181.264
7799.92	-181.326
7799.94	-181.284
7899.95	-181.45
